"","id","attack","health","cost","name","rarity","set","type","collectible","text","race","spellDamage","durability","overload","cardClass","patch_num","meta1","meta2","meta3","meta4","meta5","meta6","meta7","meta8","meta_num","how","what","invariate","atk_over_hp","has_power"
"3977","ICC_289",4,4,6,"Moorabi","LEGENDARY","ICECROWN","MINION",TRUE,"Whenever another minion is <b>Frozen</b>, add a copy of it to your hand.",NA,NA,NA,NA,"SHAMAN","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Multi_Trigger","Add",NA,"EQUAL","Other"
"3978","ICC_314",8,8,8,"The Lich King","LEGENDARY","ICECROWN","MINION",TRUE,"[x]<b>Taunt</b>
At the end of your turn,
add a random <b>Death Knight</b>
card to your hand.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Multi_Trigger","Add","Taunt","EQUAL","Other"
"3979","ICC_405",4,6,8,"Rotface","LEGENDARY","ICECROWN","MINION",TRUE,"[x]After this minion
survives damage,
summon a random
<b>Legendary</b> minion.",NA,NA,NA,NA,"WARRIOR","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","One_or_More_Trigger","Summon",NA,"ATK<HP","Other"
"3980","ICC_407",2,3,2,"Gnomeferatu","EPIC","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Remove
the top card of your opponent's deck.",NA,NA,NA,NA,"WARLOCK","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry",NA,NA,"ATK<HP","Other"
"3981","ICC_408",1,4,3,"Val'kyr Soulclaimer","RARE","ICECROWN","MINION",TRUE,"[x]After this minion
survives damage,
summon a 2/2 Ghoul.",NA,NA,NA,NA,"WARRIOR","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","One_or_More_Trigger","Summon",NA,"ATK<HP","Other"
"3982","ICC_415",2,2,3,"Stitched Tracker","COMMON","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> <b>Discover</b> a copy of a minion in your deck.",NA,NA,NA,NA,"HUNTER","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Add",NA,"EQUAL","Other"
"3983","ICC_419",4,3,3,"Bearshark","COMMON","ICECROWN","MINION",TRUE,"Can't be targeted by spells or Hero Powers.","BEAST",NA,NA,NA,"HUNTER","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,NA,NA,"ATK>HP","Other"
"3984","ICC_450",3,3,5,"Death Revenant","RARE","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Gain +1/+1 for each damaged minion.",NA,NA,NA,NA,"WARRIOR","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Gain",NA,"EQUAL","Other"
"3985","ICC_466",2,3,4,"Saronite Chain Gang","RARE","ICECROWN","MINION",TRUE,"<b>Taunt</b>
<b>Battlecry:</b> Summon a copy of this minion.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Summon","Taunt","ATK<HP","Other"
"3986","ICC_467",2,4,3,"Deathspeaker","COMMON","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Give a friendly minion <b>Immune</b> this turn.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Give",NA,"ATK<HP","Other"
"3987","ICC_468",1,1,1,"Wretched Tiller","COMMON","ICECROWN","MINION",TRUE,"Whenever this minion attacks, deal 2 damage to the enemy hero.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Multi_Trigger","Deal",NA,"EQUAL","Other"
"3988","ICC_469",NA,NA,3,"Unwilling Sacrifice","RARE","ICECROWN","SPELL",TRUE,"Choose a friendly minion. Destroy it and a random enemy minion.",NA,NA,NA,NA,"WARLOCK","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,"Destroy",NA,NA,"Other"
"3989","ICC_481",NA,30,5,"Thrall, Deathseer","LEGENDARY","ICECROWN","HERO",TRUE,"<b>Battlecry:</b> Transform your minions into random ones that cost (2) more.",NA,NA,NA,NA,"SHAMAN","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry",NA,NA,NA,"Other"
"3990","ICC_700",3,3,3,"Happy Ghoul","RARE","ICECROWN","MINION",TRUE,"Costs (0) if your hero was healed this turn.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,NA,NA,"EQUAL","Other"
"3991","ICC_701",4,6,6,"Skulking Geist","EPIC","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Destroy all
1-Cost spells in both hands and decks.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Destroy",NA,"ATK<HP","Other"
"3992","ICC_702",3,1,3,"Shallow Gravedigger","RARE","ICECROWN","MINION",TRUE,"<b>Deathrattle:</b> Add a random <b>Deathrattle</b> minion to your hand.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Deathrattle","Add",NA,"ATK>HP","Other"
"3993","ICC_705",5,5,8,"Bonemare","COMMON","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Give a friendly minion +4/+4 and <b>Taunt</b>.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Give",NA,"EQUAL","Other"
"3994","ICC_706",5,5,6,"Nerubian Unraveler","EPIC","ICECROWN","MINION",TRUE,"Spells cost (2) more.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,"Cost_Manip",NA,"EQUAL","Other"
"3995","ICC_801",2,2,3,"Howling Commander","RARE","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Draw a <b>Divine Shield</b> minion from your deck.",NA,NA,NA,NA,"PALADIN","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Draw",NA,"EQUAL","Other"
"3996","ICC_802",NA,NA,2,"Spirit Lash","COMMON","ICECROWN","SPELL",TRUE,"<b>Lifesteal</b>
Deal $1 damage to all minions.",NA,NA,NA,NA,"PRIEST","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,"Deal","LifeSteal",NA,"Other"
"3997","ICC_807",2,3,4,"Strongshell Scavenger","RARE","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Give your <b>Taunt</b> minions +2/+2.",NA,NA,NA,NA,"DRUID","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Give",NA,"ATK<HP","Other"
"3998","ICC_808",1,6,3,"Crypt Lord","COMMON","ICECROWN","MINION",TRUE,"[x]<b>Taunt</b>
After you summon a minion,
 gain +1 Health.",NA,NA,NA,NA,"DRUID","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","One_or_More_Trigger","Summon & Gain","Taunt","ATK<HP","Other"
"3999","ICC_809",2,3,3,"Plague Scientist","COMMON","ICECROWN","MINION",TRUE,"<b>Combo:</b> Give a friendly minion <b>Poisonous</b>.",NA,NA,NA,NA,"ROGUE","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Once_Trigger","Give",NA,"ATK<HP","Other"
"4000","ICC_810",3,3,4,"Deathaxe Punisher","EPIC","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Give a random <b>Lifesteal</b> minion in your hand +2/+2.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Give",NA,"EQUAL","Other"
"4001","ICC_811",4,5,4,"Lilian Voss","LEGENDARY","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Replace spells in your hand with random spells <i>(from your opponent's class).</i>",NA,NA,NA,NA,"ROGUE","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry",NA,NA,"ATK<HP","Other"
"4002","ICC_812",1,4,4,"Meat Wagon","EPIC","ICECROWN","MINION",TRUE,"[x]<b>Deathrattle:</b> Summon a
minion from your deck
with less Attack than
this minion.","MECHANICAL",NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Deathrattle","Summon",NA,"ATK<HP","Other"
"4003","ICC_820",3,2,4,"Chillblade Champion","COMMON","ICECROWN","MINION",TRUE,"<b>Charge</b>
<b>Lifesteal</b>",NA,NA,NA,NA,"PALADIN","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,NA,"LifeSteal & Charge","ATK>HP","Other"
"4004","ICC_823",NA,NA,3,"Simulacrum","EPIC","ICECROWN","SPELL",TRUE,"Copy the lowest Cost minion in your hand.",NA,NA,NA,NA,"MAGE","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,NA,NA,NA,"Other"
"4005","ICC_825",6,7,7,"Abominable Bowman","EPIC","ICECROWN","MINION",TRUE,"[x]<b>Deathrattle:</b> Summon
a random friendly Beast
that died this game.",NA,NA,NA,NA,"HUNTER","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Deathrattle",NA,NA,"ATK<HP","Other"
"4006","ICC_827",NA,30,9,"Valeera the Hollow","LEGENDARY","ICECROWN","HERO",TRUE,"<b>Battlecry:</b> Gain <b>Stealth</b> until your next turn.",NA,NA,NA,NA,"ROGUE","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Gain",NA,NA,"Other"
"4007","ICC_828",NA,30,6,"Deathstalker Rexxar","LEGENDARY","ICECROWN","HERO",TRUE,"[x]<b>Battlecry:</b> Deal 2 damage
to all enemy minions.",NA,NA,NA,NA,"HUNTER","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Deal",NA,NA,"Other"
"4008","ICC_829",NA,30,9,"Uther of the Ebon Blade","LEGENDARY","ICECROWN","HERO",TRUE,"<b>Battlecry:</b> Equip a 5/3 <b>Lifesteal</b> weapon.",NA,NA,NA,NA,"PALADIN","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry",NA,NA,NA,"Other"
"4009","ICC_830",NA,30,8,"Shadowreaper Anduin","LEGENDARY","ICECROWN","HERO",TRUE,"<b>Battlecry:</b> Destroy all minions with 5 or more Attack.",NA,NA,NA,NA,"PRIEST","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Destroy",NA,NA,"Other"
"4010","ICC_831",NA,30,10,"Bloodreaver Gul'dan","LEGENDARY","ICECROWN","HERO",TRUE,"<b>Battlecry:</b> Summon all friendly Demons that died this game.",NA,NA,NA,NA,"WARLOCK","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Summon",NA,NA,"Other"
"4011","ICC_832",NA,30,7,"Malfurion the Pestilent","LEGENDARY","ICECROWN","HERO",TRUE,"[x]<b>Choose One -</b>
Summon 2 <b>Poisonous</b>
Spiders; or 2 Scarabs
with <b>Taunt</b>.",NA,NA,NA,NA,"DRUID","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,"Summon",NA,NA,"Other"
"4012","ICC_833",NA,30,9,"Frost Lich Jaina","LEGENDARY","ICECROWN","HERO",TRUE,"[x]<b>Battlecry:</b> Summon a
3/6 Water Elemental.
Your Elementals have
<b>Lifesteal</b> this game.",NA,NA,NA,NA,"MAGE","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Summon",NA,NA,"Other"
"4013","ICC_834",NA,30,8,"Scourgelord Garrosh","LEGENDARY","ICECROWN","HERO",TRUE,"<b>Battlecry</b>: Equip a 4/3 Shadowmourne that also damages adjacent minions.",NA,NA,NA,NA,"WARRIOR","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry",NA,NA,NA,"Other"
"4014","ICC_835",3,7,9,"Hadronox","LEGENDARY","ICECROWN","MINION",TRUE,"<b>Deathrattle:</b> Summon your <b>Taunt</b> minions that
died this game.","BEAST",NA,NA,NA,"DRUID","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Deathrattle","Summon",NA,"ATK<HP","Other"
"4015","ICC_836",NA,NA,1,"Breath of Sindragosa","COMMON","ICECROWN","SPELL",TRUE,"Deal $2 damage to a random enemy minion and <b>Freeze</b> it.",NA,NA,NA,NA,"MAGE","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,"Freeze & Deal",NA,NA,"Other"
"4016","ICC_837",NA,NA,2,"Bring It On!","EPIC","ICECROWN","SPELL",TRUE,"Gain 10 Armor. Reduce the Cost of minions in your opponent's hand by (2).",NA,NA,NA,NA,"WARRIOR","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,"Gain",NA,NA,"Other"
"4017","ICC_838",8,8,8,"Sindragosa","LEGENDARY","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Summon two 0/1 Frozen Champions.","DRAGON",NA,NA,NA,"MAGE","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Summon",NA,"EQUAL","Other"
"4018","ICC_841",1,6,5,"Blood-Queen Lana'thel","LEGENDARY","ICECROWN","MINION",TRUE,"[x]<b>Lifesteal</b>
Has +1 Attack for each
card you've discarded
this game.",NA,NA,NA,NA,"WARLOCK","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,NA,"LifeSteal","ATK<HP","Other"
"4019","ICC_849",NA,NA,6,"Embrace Darkness","EPIC","ICECROWN","SPELL",TRUE,"[x]Choose an enemy minion.
At the start of your turn,
gain control of it.",NA,NA,NA,NA,"PRIEST","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Multi_Trigger","Gain",NA,NA,"Other"
"4020","ICC_850",3,NA,3,"Shadowblade","RARE","ICECROWN","WEAPON",TRUE,"<b>Battlecry:</b> Your hero is <b>Immune</b> this turn.",NA,NA,2,NA,"ROGUE","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry",NA,NA,NA,"Other"
"4021","ICC_851",2,2,2,"Prince Keleseth","LEGENDARY","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> If your deck has no 2-Cost cards, give all minions in your deck +1/+1.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry",NA,NA,"EQUAL","Other"
"4022","ICC_852",3,3,3,"Prince Taldaram","LEGENDARY","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> If your deck has no 3-Cost cards, transform into a 3/3 copy of a minion.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry",NA,NA,"EQUAL","Other"
"4023","ICC_853",4,4,4,"Prince Valanar","LEGENDARY","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> If your deck has no 4-Cost cards, gain <b>Lifesteal</b> and <b>Taunt</b>.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Gain",NA,"EQUAL","Other"
"4024","ICC_854",2,2,4,"Arfus","LEGENDARY","ICECROWN","MINION",TRUE,"<b>Deathrattle:</b> Add a random <b>Death Knight</b> card to your hand.","BEAST",NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Deathrattle","Add",NA,"EQUAL","Other"
"4025","ICC_855",4,4,3,"Hyldnir Frostrider","COMMON","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> <b>Freeze</b> your other minions.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Freeze",NA,"EQUAL","Other"
"4026","ICC_856",4,4,6,"Spellweaver","COMMON","ICECROWN","MINION",TRUE,"<b>Spell Damage +2</b>",NA,2,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,NA,NA,"EQUAL","Other"
"4027","ICC_858",1,7,5,"Bolvar, Fireblood","LEGENDARY","ICECROWN","MINION",TRUE,"<b>Divine Shield</b>
After a friendly minion loses <b>Divine Shield</b>, gain +2 Attack.",NA,NA,NA,NA,"PALADIN","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","One_or_More_Trigger","Gain","Divine_Shield","ATK<HP","Other"
"4028","ICC_900",5,3,6,"Necrotic Geist","COMMON","ICECROWN","MINION",TRUE,"Whenever one of your other minions dies, summon a 2/2 Ghoul.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Multi_Trigger","Summon",NA,"ATK>HP","Other"
"4029","ICC_901",1,5,3,"Drakkari Enchanter","EPIC","ICECROWN","MINION",TRUE,"Your end of turn effects trigger twice.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,NA,NA,"ATK<HP","Other"
"4030","ICC_902",2,5,3,"Mindbreaker","RARE","ICECROWN","MINION",TRUE,"Hero Powers are disabled.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,NA,NA,"ATK<HP","Other"
"4031","ICC_903",1,1,1,"Sanguine Reveler","COMMON","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Destroy a friendly minion and gain +2/+2.",NA,NA,NA,NA,"WARLOCK","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Destroy",NA,"EQUAL","Other"
"4032","ICC_904",1,1,4,"Wicked Skeleton","COMMON","ICECROWN","MINION",TRUE,"<b>Battlecry:</b> Gain +1/+1 for each minion that died this turn.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Gain",NA,"EQUAL","Other"
"4033","ICC_905",4,4,5,"Bloodworm","COMMON","ICECROWN","MINION",TRUE,"<b>Lifesteal</b>","BEAST",NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,NA,"LifeSteal","EQUAL","Other"
"4034","ICC_910",5,5,6,"Spectral Pillager","EPIC","ICECROWN","MINION",TRUE,"[x]<b>Combo:</b> Deal damage equal
to the number of other cards
you've played this turn.",NA,NA,NA,NA,"ROGUE","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Once_Trigger","Deal",NA,"EQUAL","Other"
"4035","ICC_911",5,5,4,"Keening Banshee","RARE","ICECROWN","MINION",TRUE,"Whenever you play a card, remove the top 3 cards of your deck.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Multi_Trigger",NA,NA,"EQUAL","Other"
"4036","ICC_912",3,3,4,"Corpsetaker","EPIC","ICECROWN","MINION",TRUE,"[x]<b>Battlecry:</b> Gain <b>Taunt</b> if your
deck has a <b>Taunt</b> minion.
Repeat for <b>Divine Shield</b>,
<b>Lifesteal</b>, <b>Windfury</b>.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5","Battlecry","Gain",NA,"EQUAL","Other"
"4037","ICC_913",1,1,2,"Tainted Zealot","COMMON","ICECROWN","MINION",TRUE,"<b>Divine Shield</b>
<b>Spell Damage +1</b>",NA,1,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"meta5",NA,NA,"Divine_Shield","EQUAL","Other"
"4038","KAR_004",NA,NA,2,"Cat Trick","RARE","KARA","SPELL",TRUE,"<b>Secret:</b> After your opponent casts a spell, summon a 4/2 Panther with <b>Stealth</b>.",NA,NA,NA,NA,"HUNTER","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","One_or_More_Trigger","Summon",NA,NA,"Other"
"4039","KAR_005",1,1,2,"Kindly Grandmother","COMMON","KARA","MINION",TRUE,"<b>Deathrattle:</b> Summon a 3/2 Big Bad Wolf.","BEAST",NA,NA,NA,"HUNTER","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Deathrattle","Summon",NA,"EQUAL","Other"
"4040","KAR_006",3,4,3,"Cloaked Huntress","COMMON","KARA","MINION",TRUE,"Your <b>Secrets</b> cost (0).",NA,NA,NA,NA,"HUNTER","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5",NA,"Cost_Manip",NA,"ATK<HP","Other"
"4041","KAR_009",1,1,1,"Babbling Book","RARE","KARA","MINION",TRUE,"<b>Battlecry:</b> Add a random Mage spell to your hand.",NA,NA,NA,NA,"MAGE","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Battlecry","Add",NA,"EQUAL","Other"
"4042","KAR_010",2,3,3,"Nightbane Templar","COMMON","KARA","MINION",TRUE,"<b>Battlecry:</b> If you're holding a Dragon, summon two 1/1 Whelps.",NA,NA,NA,NA,"PALADIN","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Battlecry","Summon",NA,"ATK<HP","Other"
"4043","KAR_011",3,2,2,"Pompous Thespian","COMMON","KARA","MINION",TRUE,"<b>Taunt</b>",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5",NA,NA,"Taunt","ATK>HP","Other"
"4044","KAR_013",NA,NA,2,"Purify","COMMON","KARA","SPELL",TRUE,"<b>Silence</b> a friendly minion. Draw a card.",NA,NA,NA,NA,"PRIEST","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5",NA,"Draw","Silence",NA,"Other"
"4045","KAR_021",3,4,4,"Wicked Witchdoctor","COMMON","KARA","MINION",TRUE,"Whenever you cast a spell, summon a random basic Totem.",NA,NA,NA,NA,"SHAMAN","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Multi_Trigger","Summon",NA,"ATK<HP","Other"
"4046","KAR_025",NA,NA,5,"Kara Kazham!","COMMON","KARA","SPELL",TRUE,"Summon a 1/1 Candle, 2/2 Broom, and 3/3 Teapot.",NA,NA,NA,NA,"WARLOCK","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5",NA,"Summon",NA,NA,"Other"
"4047","KAR_026",NA,NA,3,"Protect the King!","RARE","KARA","SPELL",TRUE,"For each enemy minion, summon a 1/1 Pawn with <b>Taunt</b>.",NA,NA,NA,NA,"WARRIOR","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5",NA,"Summon",NA,NA,"Other"
"4048","KAR_028",3,NA,5,"Fool's Bane","COMMON","KARA","WEAPON",TRUE,"Unlimited attacks each turn. Can't attack heroes.",NA,NA,4,NA,"WARRIOR","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5",NA,NA,NA,NA,"Other"
"4049","KAR_029",0,2,1,"Runic Egg","COMMON","KARA","MINION",TRUE,"<b>Deathrattle:</b> Draw a card.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Deathrattle","Draw",NA,"ATK<HP","Other"
"4050","KAR_030a",1,3,3,"Pantry Spider","COMMON","KARA","MINION",TRUE,"<b>Battlecry:</b> Summon a
1/3 Spider.","BEAST",NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Battlecry","Summon",NA,"ATK<HP","Other"
"4051","KAR_033",3,6,6,"Book Wyrm","RARE","KARA","MINION",TRUE,"<b>Battlecry:</b> If you're holding a Dragon, destroy an enemy minion with 3 or less Attack.","DRAGON",NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Battlecry","Destroy",NA,"ATK<HP","Other"
"4052","KAR_035",3,6,4,"Priest of the Feast","COMMON","KARA","MINION",TRUE,"Whenever you cast a spell, restore 3 Health to
your hero.",NA,NA,NA,NA,"PRIEST","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Multi_Trigger","Restore",NA,"ATK<HP","Other"
"4053","KAR_036",2,1,1,"Arcane Anomaly","COMMON","KARA","MINION",TRUE,"Whenever you cast a spell, give this minion
+1 Health.","ELEMENTAL",NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Multi_Trigger","Give",NA,"ATK>HP","Other"
"4054","KAR_037",3,6,5,"Avian Watcher","RARE","KARA","MINION",TRUE,"<b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1
and <b>Taunt</b>.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Battlecry","Gain",NA,"ATK<HP","Other"
"4055","KAR_041",3,3,6,"Moat Lurker","RARE","KARA","MINION",TRUE,"<b>Battlecry:</b> Destroy a minion. <b>Deathrattle:</b> Resummon it.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Battlecry & Deathrattle","Summon & Destroy",NA,"EQUAL","Other"
"4056","KAR_044",1,1,3,"Moroes","LEGENDARY","KARA","MINION",TRUE,"<b>Stealth</b>
At the end of your turn, summon a 1/1 Steward.",NA,NA,NA,NA,"NEUTRAL","23576",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"meta5","Multi_Trigger","Summon","Stealth","EQUAL","Other"
